"Alcohol","Alcohol_12months","Alcohol_ever","Marijuana","Marijuana_30days","Marijuana_12months","Marijuana_ever","Heroin","Heroin_30days","Heroin_12months","Heroin_ever","Cocaine","Cocaine_30days","Cocaine_12months","Cocaine_ever","Highest_Year_Education_Before_Prison","Race","Age","Sex","State","Crime_type","time_of_use","drug_type","val_num_drugs","num_drugs","Age_group","used_any_ever","used_any_12months"
1,1,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","White",43,"Female","IL","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"College Degree or More","Hispanic",25,"Female","WI","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",38,"Male","AL","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,2,2,2,1,2,2,2,1,2,2,2,1,"High School Graduate","White",48,"Female","IN","Public order","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","45-55",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","2+ Races",37,"Female","SC","Property","More than a year ago","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,2,2,1,0,2,2,1,0,2,2,1,"Less Than High School","White",27,"Male","WI","Drug","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","25-34",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Black",24,"Male","CA","Violent","Never used","",0,"None","18-24",0,0
1,0,1,2,1,0,1,0,0,0,2,2,2,0,1,"Less Than High School","White",47,"Male","IN","Drug","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
-1,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Less Than High School","White",37,"Male","NH","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",27,"Male","TX","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,1,1,1,1,1,1,1,1,2,2,2,1,"High School Graduate","White",44,"Female","OH","Drug","At the time of Arrest","Marijuana,Heroin",2,"More than one drug","35-44",1,1
0,0,2,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","White",36,"Female","CA","Property","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,1
1,2,1,2,1,0,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",47,"Male","AL","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
1,1,1,0,2,0,1,0,0,0,2,0,2,0,1,"High School Graduate","White",48,"Male","WI","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
1,1,1,0,2,2,1,0,0,0,2,0,2,2,1,"College Degree or More","White",52,"Male","FL","Property","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","Black",51,"Male","NC","Drug","Never used","",0,"None","45-55",0,0
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",57,"Male","AZ","Public order","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,1
1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,"Less Than High School","White",32,"Male","IN","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
2,2,1,2,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",45,"Male","WA","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,2,2,2,1,1,1,2,1,2,2,2,1,"High School Graduate","Hispanic",42,"Female","TX","Public order","At the time of Arrest","Heroin",1,"Heroin","35-44",1,0
2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,"Some College","White",40,"Male","MS","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","White",66,"Male","AZ","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,2,2,2,1,1,1,1,1,1,1,1,1,"Some College","White",37,"Female","LA","Drug","At the time of Arrest","Heroin,Cocaine",2,"More than one drug","35-44",1,1
2,2,1,0,1,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",41,"Female","IN","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Some College","Black",66,"Female","OH","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,2,1,1,0,0,0,2,0,2,2,1,"Less Than High School","White",41,"Female","FL","Drug","Past 12 months","Marijuana",1,"Marijuana","35-44",1,1
2,2,1,0,1,1,1,0,0,0,2,0,2,1,1,"Less Than High School","Black",36,"Male","AK","Public order","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",28,"Male","IL","Drug","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
1,2,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",29,"Male","FL","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
1,1,1,0,0,0,2,0,0,0,2,1,1,1,1,"Less Than High School","Black",54,"Male","TX","Property","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","45-55",1,1
2,1,1,0,2,1,1,0,2,2,1,0,2,2,1,"Some College","Black",58,"Male","MI","Violent","Past 12 months","Marijuana,Alcohol",2,"More than one drug","55+",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",30,"Male","AR","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,1,1,2,2,0,1,2,2,0,1,2,2,0,1,"Less Than High School","White",34,"Male","PA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
1,1,1,0,2,2,1,0,2,2,1,0,2,2,1,"Some College","White",52,"Female","MA","Public order","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,1
2,1,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",41,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",37,"Male","TX","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",45,"Male","GA","Violent","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,0,1,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Black",29,"Female","NC","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","25-34",1,0
2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,"High School Graduate","White",26,"Male","AZ","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,2,1,1,1,1,1,0,0,0,2,2,2,2,1,"High School Graduate","White",28,"Male","WI","Drug","At the time of Arrest","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,2,0,1,0,2,0,1,0,0,0,2,"Less Than High School","Hispanic",38,"Male","TX","Public order","More than a year ago","Marijuana,Heroin,Alcohol",3,"More than one drug","35-44",1,0
2,2,1,0,1,1,1,0,0,0,2,0,2,2,1,"Less Than High School","White",47,"Male","WI","Public order","Past 30 days","Marijuana",1,"Marijuana","45-55",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",71,"Male","OH","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,2,1,0,1,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Black",44,"Male","LA","Drug","Past 30 days","Marijuana,Cocaine",2,"More than one drug","35-44",1,0
1,1,1,1,2,0,1,0,0,0,2,2,2,0,1,"Less Than High School","2+ Races",32,"Male","AK","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","25-34",1,1
0,0,2,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",28,"Male","FL","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,0,1,0,1,2,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",40,"Male","FL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",49,"Male","TN","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","45-55",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",52,"Male","VA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",38,"Male","MD","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Black",62,"Female","NC","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,0,0,0,2,0,0,0,2,1,2,1,1,"Less Than High School","2+ Races",50,"Female","LA","Property","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,1
1,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",34,"Male","VT","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,2,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",54,"Female","GA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",55,"Female","CA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
1,0,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",36,"Male","MA","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
1,2,1,2,2,1,1,0,0,0,2,1,1,1,1,"High School Graduate","Hispanic",36,"Male","CT","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,1
1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,"High School Graduate","2+ Races",50,"Male","HI","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
2,1,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",42,"Male","NJ","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,0,0,2,0,0,0,2,0,2,2,1,"Less Than High School","White",47,"Female","VA","Drug","More than a year ago","Cocaine,Alcohol",2,"More than one drug","45-55",1,0
2,1,1,0,1,1,1,0,2,2,1,0,2,2,1,"Less Than High School","White",58,"Male","OH","Violent","Past 30 days","Marijuana",1,"Marijuana","55+",1,1
2,0,1,0,2,2,1,0,2,2,1,0,0,0,2,"High School Graduate","2+ Races",29,"Female","IL","Public order","More than a year ago","Marijuana,Heroin,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"High School Graduate","American Indian/Alaska Native",23,"Male","AK","Violent","Past 30 days","Marijuana",1,"Marijuana","18-24",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","White",64,"Male","TX","Violent","Never used","",0,"None","55+",0,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Some College","2+ Races",45,"Male","NC","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","White",46,"Male","MD","Drug","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",27,"Male","WI","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,0,1,2,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",48,"Male","LA","Violent","Past 30 days","Marijuana",1,"Marijuana","45-55",1,0
1,0,1,2,1,1,1,2,1,1,1,2,2,1,1,"Less Than High School","White",42,"Male","NY","Property","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",54,"Male","CO","Violent","More than a year ago","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,0,1,1,1,0,0,0,2,0,1,1,1,"High School Graduate","Black",21,"Male","OH","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","18-24",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","White",27,"Male","TX","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","White",61,"Male","WV","Violent","Past 30 days","Marijuana",1,"Marijuana","55+",1,1
1,2,1,0,2,0,1,0,2,0,1,0,2,0,1,"High School Graduate","White",50,"Male","VA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,0,1,0,0,0,2,1,1,1,1,0,0,0,2,"Less Than High School","White",22,"Female","OH","Property","At the time of Arrest","Heroin",1,"Heroin","18-24",1,1
2,2,1,2,2,0,1,0,0,0,2,2,2,0,1,"High School Graduate","White",44,"Male","OK","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",30,"Male","NY","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,2,0,1,0,0,0,2,0,2,0,1,"Some College","White",41,"Male","MI","Public order","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,2,2,2,1,0,0,0,2,2,2,2,1,"Less Than High School","White",32,"Male","GA","Violent","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,0,0,0,2,0,0,0,2,0,2,1,1,"Less Than High School","Hispanic",32,"Male","CA","Public order","Past 12 months","Cocaine",1,"Cocaine","25-34",1,1
2,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",43,"Male","PA","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,0
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",36,"Male","CA","Drug","Never used","",0,"None","35-44",0,0
1,0,1,0,1,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",50,"Male","PA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
2,2,1,0,2,1,1,0,0,0,2,0,2,2,1,"High School Graduate","Black",29,"Male","IN","Drug","Past 12 months","Marijuana",1,"Marijuana","25-34",1,1
1,0,1,2,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","American Indian/Alaska Native",54,"Male","NE","Violent","At the time of Arrest","Alcohol",1,"Alcohol","45-55",1,0
1,1,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",30,"Male","IL","Drug","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,0,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","Asian/Native Hawaiian/Other Pacific Islander",33,"Male","CA","Violent","More than a year ago","Alcohol",1,"Alcohol","25-34",1,0
1,2,1,0,1,1,1,0,2,2,1,0,2,2,1,"Some College","White",35,"Male","MI","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,1,1,1,1,2,2,2,1,0,0,0,2,"Less Than High School","White",37,"Female","MI","Violent","At the time of Arrest","Marijuana",1,"Marijuana","35-44",1,1
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",26,"Male","PA","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,0,2,2,1,0,1,1,1,0,2,2,1,"High School Graduate","White",33,"Female","OH","Drug","Past 30 days","Heroin",1,"Heroin","25-34",1,1
2,0,1,0,1,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",34,"Male","TX","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,0
2,0,1,1,1,1,1,2,1,1,1,1,1,1,1,"High School Graduate","Asian/Native Hawaiian/Other Pacific Islander",34,"Female","WA","Property","At the time of Arrest","Marijuana,Cocaine",2,"More than one drug","25-34",1,1
2,2,1,0,0,0,2,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",79,"Male","CT","Violent","More than a year ago","Alcohol",1,"Alcohol","55+",1,0
2,0,1,2,2,0,1,0,0,0,2,2,2,0,1,"Less Than High School","White",40,"Male","CO","Property","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","35-44",1,0
2,0,1,0,2,1,1,0,0,0,2,0,2,1,1,"High School Graduate","2+ Races",38,"Male","FL","Drug","Past 12 months","Marijuana,Cocaine",2,"More than one drug","35-44",1,1
1,1,1,1,1,2,1,0,0,0,2,1,1,2,1,"Less Than High School","2+ Races",26,"Female","OK","Violent","At the time of Arrest","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,1
2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,"High School Graduate","2+ Races",38,"Male","PA","Drug","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","35-44",1,0
1,1,1,1,1,0,1,0,0,0,2,2,2,0,1,"Less Than High School","Hispanic",44,"Male","CA","Violent","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,1
2,0,1,0,1,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Black",45,"Male","TN","Violent","Past 30 days","Marijuana,Cocaine",2,"More than one drug","45-55",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",26,"Female","NY","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
2,0,1,2,1,1,1,0,0,0,2,2,2,2,1,"Some College","2+ Races",46,"Male","FL","Drug","Past 30 days","Marijuana",1,"Marijuana","45-55",1,1
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","2+ Races",37,"Male","CT","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Less Than High School","White",60,"Male","TX","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",37,"Female","MO","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,2,0,1,0,2,0,1,0,0,0,2,"Some College","White",40,"Male","CA","Violent","More than a year ago","Marijuana,Heroin,Alcohol",3,"More than one drug","35-44",1,0
1,0,1,2,1,1,1,2,2,2,1,2,2,1,1,"High School Graduate","Black",29,"Male","MD","Drug","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,1
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",29,"Male","NC","Violent","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,0,1,2,2,0,1,2,2,0,1,2,2,0,1,"Some College","White",56,"Male","NM","Public order","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
1,0,1,0,1,0,1,0,0,0,2,0,0,0,2,"Some College","Hispanic",33,"Male","IL","Violent","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,"Less Than High School","White",23,"Male","NC","Property","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","18-24",1,1
2,2,1,1,1,1,1,0,0,0,2,0,0,0,2,"Some College","Black",22,"Male","MS","Public order","At the time of Arrest","Marijuana",1,"Marijuana","18-24",1,1
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","White",45,"Male","AL","Violent","Past 30 days","Marijuana",1,"Marijuana","45-55",1,1
2,2,1,0,1,1,1,0,0,0,2,0,1,1,1,"Less Than High School","2+ Races",40,"Male","FL","Property","Past 30 days","Marijuana,Cocaine",2,"More than one drug","35-44",1,1
2,2,1,1,1,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",48,"Male","AZ","Violent","At the time of Arrest","Marijuana",1,"Marijuana","45-55",1,0
1,0,1,1,1,0,1,0,0,0,2,2,2,0,1,"High School Graduate","Hispanic",21,"Male","CA","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","18-24",1,0
1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,"Less Than High School","White",37,"Male","AL","Property","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,"Less Than High School","White",26,"Male","TX","Violent","At the time of Arrest","Heroin",1,"Heroin","25-34",1,0
1,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",20,"Male","CA","Violent","At the time of Arrest","Alcohol",1,"Alcohol","18-24",1,1
1,1,1,1,1,0,1,0,0,0,2,2,2,0,1,"High School Graduate","White",47,"Male","IL","Drug","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","45-55",1,1
1,1,1,2,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","White",41,"Female","NY","Public order","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","35-44",1,1
2,0,1,0,2,2,1,0,1,1,1,0,0,0,2,"Less Than High School","Black",45,"Male","MD","Drug","Past 30 days","Heroin",1,"Heroin","45-55",1,1
2,0,1,0,2,2,1,0,1,1,1,0,2,2,1,"Less Than High School","Hispanic",30,"Female","NM","Violent","Past 30 days","Heroin",1,"Heroin","25-34",1,1
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",36,"Male","IN","Drug","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
1,1,1,0,2,2,1,0,0,0,2,0,1,1,1,"High School Graduate","Black",44,"Male","IL","Public order","At the time of Arrest","Alcohol",1,"Alcohol","35-44",1,1
2,2,1,1,1,1,1,0,0,0,2,1,1,1,1,"Less Than High School","White",23,"Female","OH","Property","At the time of Arrest","Marijuana,Cocaine",2,"More than one drug","18-24",1,1
0,0,2,1,1,2,1,0,0,0,2,2,1,2,1,"Less Than High School","Black",65,"Male","FL","Public order","At the time of Arrest","Marijuana",1,"Marijuana","55+",1,0
2,0,1,0,2,0,1,0,2,0,1,0,2,0,1,"High School Graduate","Hispanic",53,"Male","TX","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","45-55",1,0
2,0,1,2,1,0,1,0,0,0,2,1,1,0,1,"Less Than High School","Black",42,"Male","IL","Violent","At the time of Arrest","Cocaine",1,"Cocaine","35-44",1,0
2,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",53,"Female","WA","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","45-55",1,0
1,1,1,2,1,0,1,0,0,0,2,1,1,0,1,"Less Than High School","Black",55,"Female","VA","Violent","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","45-55",1,1
2,2,1,0,1,1,1,0,0,0,2,0,2,2,1,"Less Than High School","Hispanic",42,"Male","CA","Violent","Past 30 days","Marijuana",1,"Marijuana","35-44",1,1
2,0,1,2,2,0,1,2,2,0,1,2,2,0,1,"High School Graduate","White",33,"Female","OR","Violent","More than a year ago","Marijuana,Heroin,Cocaine,Alcohol",4,"More than one drug","25-34",1,0
2,1,1,0,2,2,1,0,0,0,2,0,2,2,1,"Less Than High School","White",57,"Male","AK","Drug","Past 12 months","Alcohol",1,"Alcohol","55+",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",44,"Female","FL","Property","Never used","",0,"None","35-44",0,0
2,0,1,0,2,2,1,0,0,0,2,0,2,2,1,"High School Graduate","White",28,"Male","MN","Drug","More than a year ago","Marijuana,Cocaine,Alcohol",3,"More than one drug","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,1,0,1,"Less Than High School","Hispanic",31,"Male","OR","Drug","Past 30 days","Cocaine",1,"Cocaine","25-34",1,0
1,0,1,2,1,1,1,0,0,0,2,1,1,1,1,"Some College","Black",48,"Female","LA","Public order","At the time of Arrest","Cocaine,Alcohol",2,"More than one drug","45-55",1,1
2,2,1,1,1,0,1,2,2,0,1,1,2,0,1,"Less Than High School","White",28,"Male","FL","Property","At the time of Arrest","Marijuana,Cocaine",2,"More than one drug","25-34",1,0
1,2,1,0,2,1,1,0,1,1,1,0,1,1,1,"Less Than High School","White",22,"Female","NY","Drug","At the time of Arrest","Alcohol",1,"Alcohol","18-24",1,1
0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,"College Degree or More","Hispanic",52,"Female","FL","Property","Never used","",0,"None","45-55",0,0
2,1,1,2,2,1,1,0,0,0,2,1,1,1,1,"Less Than High School","Black",54,"Male","GA","Public order","At the time of Arrest","Cocaine",1,"Cocaine","45-55",1,1
2,2,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Hispanic",26,"Male","GA","Property","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
1,1,1,1,1,1,1,0,0,0,2,0,0,0,2,"Less Than High School","White",44,"Male","CA","Public order","At the time of Arrest","Marijuana,Alcohol",2,"More than one drug","35-44",1,1
2,0,1,2,2,2,1,0,0,0,2,0,0,0,2,"High School Graduate","White",60,"Female","MS","Property","More than a year ago","Marijuana,Alcohol",2,"More than one drug","55+",1,0
1,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",27,"Male","TX","Property","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
1,0,1,0,2,2,1,0,0,0,2,0,0,0,2,"Some College","White",34,"Male","NY","Public order","At the time of Arrest","Alcohol",1,"Alcohol","25-34",1,0
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"High School Graduate","2+ Races",34,"Male","HI","Public order","More than a year ago","Marijuana,Alcohol",2,"More than one drug","25-34",1,0
1,0,1,0,2,2,1,0,2,2,1,0,2,2,1,"Less Than High School","Hispanic",60,"Male","TX","Violent","At the time of Arrest","Alcohol",1,"Alcohol","55+",1,0
2,0,1,2,2,0,1,1,1,0,1,2,2,0,1,"Less Than High School","Hispanic",47,"Male","NY","Drug","At the time of Arrest","Heroin",1,"Heroin","45-55",1,0
2,2,1,0,2,2,1,0,0,0,2,0,1,1,1,"Less Than High School","Hispanic",39,"Male","MN","Drug","Past 30 days","Cocaine",1,"Cocaine","35-44",1,1
2,0,1,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Hispanic",35,"Female","CA","Violent","More than a year ago","Marijuana,Alcohol",2,"More than one drug","35-44",1,0
2,0,1,0,0,0,2,0,0,0,2,2,2,2,1,"Less Than High School","Hispanic",38,"Female","CA","Violent","More than a year ago","Cocaine,Alcohol",2,"More than one drug","35-44",1,0
0,0,2,0,2,0,1,0,0,0,2,0,0,0,2,"Less Than High School","Black",68,"Male","LA","Violent","More than a year ago","Marijuana",1,"Marijuana","55+",1,0
2,0,1,0,1,1,1,0,0,0,2,0,0,0,2,"High School Graduate","Black",31,"Male","OH","Drug","Past 30 days","Marijuana",1,"Marijuana","25-34",1,1
2,0,1,2,1,1,1,1,1,1,1,2,2,1,1,"Less Than High School","White",42,"Male","CA","Drug","At the time of Arrest","Heroin",1,"Heroin","35-44",1,1
2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,"Less Than High School","Hispanic",58,"Male","NY","Drug","At the time of Arrest","Heroin",1,"Heroin","55+",1,1
